drug_name,drug_product_id,drug_source,drug_rxnorm_name,drug_term_type,active_ingredient,ingredient_term_type,adverse_effect,adverse_effect_type,label_section,match_method,label_id,effect_id,meddra_id,product_label_id,ingredient_id
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Pyrexia,PT,,SM,270,30,10037660,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Infection,PT,,SM,270,31,10021789,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Oedema,PT,,SM,270,32,10030095,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Taste abnormality,LLT,,SM,270,33,10043123,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Mucosal inflammation,PT,,SM,270,34,10028116,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Inflammation,PT,,SM,270,35,10061218,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,36,10034939,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Acidaemia,LLT,,SM,270,37,10060699,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,38,10036439,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Hypokalaemia,PT,,SM,270,39,10021015,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Influenza,PT,,SM,270,40,10022000,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Flu like symptoms,LLT,,SM,270,41,10016791,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Helplessness,PT,,SM,270,42,10077169,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Asthenia,PT,,SM,270,43,10003549,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Dehydration,PT,,SM,270,44,10012174,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Thyroid function decreased,LLT,,SM,270,45,10043727,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Thyroid function increased,LLT,,SM,270,46,10085640,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,47,10036439,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Hyperkalaemia,PT,,SM,270,48,10020646,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Erectile dysfunction,PT,,SM,270,49,10061461,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Feminisation,LLT,,SM,270,50,10016423,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Gynaecomastia,PT,,SM,270,51,10018800,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Folliculitis,PT,,SM,270,52,10016936,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Pain,PT,,SM,270,53,10033371,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Pain,PT,,SM,270,54,10033371,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Abdominal pain,PT,,SM,270,55,10000081,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Bone pain,PT,,SM,270,56,10006002,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Headache,PT,,SM,270,57,10019211,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Pain,PT,,SM,270,58,10033371,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Fatigue,PT,,SM,270,59,10016256,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,60,10047890,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,61,10047895,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Pyrexia,PT,,SM,270,62,10037660,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Infection,PT,,SM,270,63,10021789,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Oedema,PT,,SM,270,64,10030095,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Taste abnormality,LLT,,SM,270,65,10043123,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Mucosal inflammation,PT,,SM,270,66,10028116,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Inflammation,PT,,SM,270,67,10061218,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,68,10034939,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Acidaemia,LLT,,SM,270,69,10060699,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,70,10036439,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Hypokalaemia,PT,,SM,270,71,10021015,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Influenza,PT,,SM,270,72,10022000,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Flu like symptoms,LLT,,SM,270,73,10016791,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Helplessness,PT,,SM,270,74,10077169,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Asthenia,PT,,SM,270,75,10003549,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Dehydration,PT,,SM,270,76,10012174,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Thyroid function decreased,LLT,,SM,270,77,10043727,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Thyroid function increased,LLT,,SM,270,78,10085640,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,,,,SM,270,79,10036439,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Hyperkalaemia,PT,,SM,270,80,10020646,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Erectile dysfunction,PT,,SM,270,81,10061461,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Feminisation,LLT,,SM,270,82,10016423,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Gynaecomastia,PT,,SM,270,83,10018800,270,495881
ネクサバール錠200mg,00054545,JP,SORAfenib (as SORAfenib tosylate) 200 MG Oral Tablet,TMSY,sorafenib,Ingredient,Folliculitis,PT,,SM,270,84,10016936,270,495881
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,85,10067484,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,86,10067484,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,87,10005727,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,88,10005734,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Syncope,PT,,SM,686,89,10042772,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,90,10005727,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,91,10005734,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Syncope,PT,,SM,686,92,10042772,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,93,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage of digestive tract,LLT,,SM,686,94,10018991,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,95,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Epistaxis,PT,,SM,686,96,10015090,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,97,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,98,10035545,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,99,10029380,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Thyroid function increased,LLT,,SM,686,100,10085640,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Hyperthyroidism,PT,,SM,686,101,10020850,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,102,10067484,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,103,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Bleeding tendency,LLT,,SM,686,104,10005134,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemoptysis,PT,,SM,686,105,10018964,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Pulmonary haemorrhage,PT,,SM,686,106,10037394,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,107,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Epistaxis,PT,,SM,686,108,10015090,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,109,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Metrorrhagia,LLT,,SM,686,110,10027514,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Uterine haemorrhage,PT,,SM,686,111,10046788,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,112,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Conjunctival haemorrhage,PT,,SM,686,113,10010719,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Haemorrhage,PT,,SM,686,114,10055798,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Purpura,PT,,SM,686,115,10037549,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Macule,PT,,SM,686,116,10025421,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Flushing,PT,,SM,686,117,10016825,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Hot flush,PT,,SM,686,118,10060800,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Palpitations,PT,,SM,686,119,10033557,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Hypotension,PT,,SM,686,120,10021097,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,,,,SM,686,121,10005727,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Nausea,PT,,SM,686,122,10028813,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Diarrhoea,PT,,SM,686,123,10012735,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Faeces soft,PT,,SM,686,124,10074859,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Vomiting,PT,,SM,686,125,10047700,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Abdominal pain,PT,,SM,686,126,10000081,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Abdominal pain upper,PT,,SM,686,127,10000087,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Pain in jaw,PT,,SM,686,128,10033433,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Pain in extremity,PT,,SM,686,129,10033425,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Melalgia,LLT,,SM,686,130,10059671,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Musculoskeletal pain,PT,,SM,686,131,10028391,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Myalgia,PT,,SM,686,132,10028411,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Headache,PT,,SM,686,133,10019211,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Dizziness,PT,,SM,686,134,10013573,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Head discomfort,PT,,SM,686,135,10019194,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Discomfort,PT,,SM,686,136,10013082,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Feeling abnormal,PT,,SM,686,137,10016322,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Sleeplessness,LLT,,SM,686,138,10041017,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Insomnia,PT,,SM,686,139,10022437,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Cough,PT,,SM,686,140,10011224,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Throat irritation,PT,,SM,686,141,10043521,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Dyspnoea,PT,,SM,686,142,10013968,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Oropharyngeal pain,PT,,SM,686,143,10068319,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Pharyngodynia,LLT,,SM,686,144,10074930,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Headache,PT,,SM,686,145,10019211,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Oropharyngeal discomfort,PT,,SM,686,146,10068318,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Pharynx discomfort,LLT,,SM,686,147,10034851,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Discomfort,PT,,SM,686,148,10013082,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Oral discomfort,PT,,SM,686,149,10030973,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Discomfort,PT,,SM,686,150,10013082,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Nasal congestion,PT,,SM,686,151,10028735,686,343048
トレプロスト吸入液1.74mg,00070742,JP,treprostinil 1 MG/ML Injectable Solution,PSN,treprostinil,Ingredient,Wheezing,PT,,SM,686,152,10047924,686,343048
